Pcode,Locality,State,Comments,DeliveryOffice,PreSortIndicator,ParcelZone,BSPnumber,BSPname,Category
3301,BYADUK,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,CROXTON EAST,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,HENSLEY PARK,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,MORGIANA,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,MOUNT NAPIER,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,STRATHKELLAR,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,TAHARA,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,TARRINGTON,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,WANNON,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,WARRAYURE,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,YATCHAW,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3301,YULECART,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3302,BRANXHOLME,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3302,GRASSDALE,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3303,BREAKAWAY CREEK,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3303,CONDAH,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3303,HOTSPUR,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3303,LAKE CONDAH,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3303,WALLACEDALE,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,BESSIEBELLE,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,DARTMOOR,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,DRIK DRIK,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,DRUMBORG,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,GREENWALD,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,HEYWOOD,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,HOMERTON,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,LYONS,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,MILLTOWN,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,MUMBANNAR,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,MYAMYN,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3304,WINNAP,VIC,,HEYWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,ALLESTREE,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,BOLWARRA,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,CAPE BRIDGEWATER,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,CASHMORE,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,DUTTON WAY,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,GORAE,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,GORAE WEST,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,HEATHMERE,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,MOUNT RICHMOND,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,PORTLAND,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,PORTLAND NORTH,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3305,PORTLAND WEST,VIC,,PORTLAND DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3309,DIGBY,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3310,MERINO,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3310,TAHARA WEST,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3311,CASTERTON,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3311,CORNDALE,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,BAHGALLAH,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,BRIMBOAL,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,CARAPOOK,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,CHETWYND,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,DERGHOLM,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,DORODONG,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,DUNROBIN,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,HENTY,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,KILLARA,VIC,HENTY,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,LAKE MUNDI,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,LINDSAY,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,NANGEELA,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,POOLAIJELO,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,POWERS CREEK,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,SANDFORD,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,STRATHDOWNIE,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,WANDO BRIDGE,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,WANDO VALE,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3312,WARROCK,VIC,,CASTERTON LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3314,BULART,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3314,CAVENDISH,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3314,GLENISLA,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3314,GRAMPIANS,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3314,MOORALLA,VIC,,HAMILTON DELIVERY,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,BRIT BRIT,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,CLOVER FLAT,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,COLERAINE,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,COOJAR,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,CULLA,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,GRINGEGALGONA,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,GRITJURK,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,HILGAY,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,KONONGWOOTONG,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,MELVILLE FOREST,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,MUNTHAM,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,NAREEN,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,PASCHENDALE,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,TAHARA BRIDGE,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,TARRAYOUKYAN,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,TARRENLEA,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3315,WOOTONG VALE,VIC,,COLERAINE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3317,HARROW,VIC,,HARROW LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3318,CHARAM,VIC,,EDENHOPE LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3318,CONNEWIRRICOO,VIC,,EDENHOPE LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3318,EDENHOPE,VIC,,EDENHOPE LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3318,KADNOOK,VIC,,EDENHOPE LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3318,LANGKOOP,VIC,,EDENHOPE LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3318,PATYAH,VIC,,EDENHOPE LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3318,ULLSWATER,VIC,,EDENHOPE LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3319,APSLEY,VIC,,APSLEY LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3319,BENAYEO,VIC,,APSLEY LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3319,BRINGALBERT,VIC,,APSLEY LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3321,HESSE,VIC,,INVERLEIGH LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3321,INVERLEIGH,VIC,,INVERLEIGH LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3321,WINGEEL,VIC,,INVERLEIGH LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3322,CRESSY,VIC,,GEELONG MC,350,V2,34,VIC FAR COUNTRY,Delivery Area
3323,BERRYBANK,VIC,,LISMORE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3323,DUVERNEY,VIC,,LISMORE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3323,FOXHOW,VIC,,LISMORE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3324,LISMORE,VIC,,LISMORE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3324,MINGAY,VIC,,LISMORE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3324,MOUNT BUTE,VIC,,LISMORE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3325,DERRINALLUM,VIC,,DERRINALLUM LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3325,LARRALEA,VIC,,DERRINALLUM LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3325,VITE VITE,VIC,,DERRINALLUM LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3325,VITE VITE NORTH,VIC,,DERRINALLUM LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3328,TEESDALE,VIC,,TEESDALE LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3329,BARUNAH PARK,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3329,BARUNAH PLAINS,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3329,SHELFORD,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3330,ROKEWOOD,VIC,,ROKEWOOD LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3331,BANNOCKBURN,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3331,GHERINGHAP,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3331,MAUDE,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3331,RUSSELLS BRIDGE,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3331,SHE OAKS,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3331,STEIGLITZ,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3331,SUTHERLANDS CREEK,VIC,,BANNOCKBURN LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3332,LETHBRIDGE,VIC,,GEELONG MC,350,V2,34,VIC FAR COUNTRY,Delivery Area
3333,BAMGANIE,VIC,,MEREDITH LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3333,MEREDITH,VIC,,MEREDITH LPO,350,V2,34,VIC FAR COUNTRY,Delivery Area
3334,BUNGAL,VIC,,GEELONG MC,350,V2,34,VIC FAR COUNTRY,Delivery Area
3334,CARGERIE,VIC,,GEELONG MC,350,V2,34,VIC FAR COUNTRY,Delivery Area
3334,ELAINE,VIC,,GEELONG MC,350,V2,34,VIC FAR COUNTRY,Delivery Area
3334,MORRISONS,VIC,,GEELONG MC,350,V2,34,VIC FAR COUNTRY,Delivery Area
3334,MOUNT DORAN,VIC,,GEELONG MC,350,V2,34,VIC FAR COUNTRY,Delivery Area
3335,PLUMPTON,VIC,MELTON,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3335,ROCKBANK,VIC,,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3337,KURUNJANG,VIC,,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3337,MELTON,VIC,,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3337,MELTON WEST,VIC,,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3337,TOOLERN VALE,VIC,,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3338,BROOKFIELD,VIC,,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3338,EXFORD,VIC,,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3338,EYNESBURY,VIC,,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3338,MELTON SOUTH,VIC,,MELTON DELIVERY,314,V1,24,MELB NORTH WEST,Delivery Area
3340,BACCHUS MARSH,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,BALLIANG,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,BALLIANG EAST,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,COIMADAI,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,DARLEY,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,GLENMORE,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,HOPETOUN PARK,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,LONG FOREST,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,MADDINGLEY,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,MERRIMU,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,PARWAN,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,ROWSLEY,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3340,STAUGHTON VALE,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3341,DALES CREEK,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3341,GREENDALE,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3341,KOROBEIT,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3341,MYRNIONG,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3341,PENTLAND HILLS,VIC,,BACCHUS MARSH DC,314,V1,24,MELB NORTH WEST,Delivery Area
3342,BALLAN,VIC,,BALLAN LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3342,BEREMBOKE,VIC,,BALLAN LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3342,BLAKEVILLE,VIC,,BALLAN LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3342,BUNDING,VIC,,BALLAN LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3342,COLBROOK,VIC,,BALLAN LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3342,DURDIDWARRAH,VIC,,BALLAN LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3342,FISKVILLE,VIC,,BALLAN LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3342,INGLISTON,VIC,,BALLAN LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3342,MOUNT WALLACE,VIC,,BALLAN LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3345,GORDON,VIC,,GORDON LPO,360,V2,34,VIC FAR COUNTRY,Delivery Area
3350,ALFREDTON,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,BAKERY HILL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,BALLARAT,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,BALLARAT CENTRAL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,BALLARAT EAST,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,BALLARAT NORTH,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,BALLARAT WEST,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,BLACK HILL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,BROWN HILL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,CANADIAN,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,EUREKA,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,GOLDEN POINT,VIC,BALLARAT,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,INVERMAY PARK,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,LAKE WENDOUREE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,LUCAS,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,MOUNT CLEAR,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,MOUNT HELEN,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,MOUNT PLEASANT,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,NERRINA,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,NEWINGTON,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,REDAN,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3350,SOLDIERS HILL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,BERRINGA,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,BO PEEP,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,CAPE CLEAR,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,CARNGHAM,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,CHEPSTOWE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,HADDON,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,HILLCREST,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,ILLABAROOK,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,LAKE BOLAC,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,MININERA,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,MOUNT EMU,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,NERRIN NERRIN,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,NEWTOWN,VIC,SCARSDALE,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,NINTINGBOOL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,PIGGOREET,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,PITFIELD,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,ROKEWOOD JUNCTION,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,ROSS CREEK,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,SCARSDALE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,SMYTHES CREEK,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,SMYTHESDALE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,SNAKE VALLEY,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,SPRINGDALLAH,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,STAFFORDSHIRE REEF,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,STREATHAM,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,WALLINDUC,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3351,WESTMERE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,ADDINGTON,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,BALLARAT ROADSIDE DELIVERY,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,BLOWHARD,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,BOLWARRAH,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,BONSHAW,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,BREWSTER,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,BULLAROOK,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,BUNGAREE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,BUNKERS HILL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,BURRUMBEET,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,CAMBRIAN HILL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,CARDIGAN,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,CARDIGAN VILLAGE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,CHAPEL FLAT,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,CLARENDON,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,CLARETOWN,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,CLARKES HILL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,CORINDHAP,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,DEREEL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,DUNNSTOWN,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,DURHAM LEAD,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,ENFIELD,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,ERCILDOUNE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,GARIBALDI,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,GLEN PARK,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,GLENBRAE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,GONG GONG,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,GRENVILLE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,INVERMAY,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,LAL LAL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,LAMPLOUGH,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,LANGI KAL KAL,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,LEARMONTH,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,LEIGH CREEK,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,LEXTON,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,MAGPIE,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,MILLBROOK,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,MINERS REST,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,MOLLONGGHIP,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,MOUNT BOLTON,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,MOUNT EGERTON,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
3352,MOUNT MERCER,VIC,,WENDOUREE DC,360,V2,33,VIC COUNTRY,Delivery Area
